CarID,Make,Model,Year,VIN,LicensePlate,Color,LeaseStartDate,LeaseEndDate,MonthlyLeaseRate,LeaseStatus,OdometerReading,MaintenanceDueDate,LesseeID,InsurancePolicyNumber,InsuranceExpiryDate,RegistrationExpiryDate,PurchaseDate,PurchasePrice,DepreciationRate,CurrentValue,LeaseDeposit,LeaseTerminationFee,ServiceHistory,DamageHistory,CustomFeatures,LocationID,FleetID,Notes
206,Audi,C-Class,2020,D0XT449LELG25758,SUL014,White,7/13/2018,7/22/2018,290,Ended,2989,10/1/2024,5897,POLICY981,8/17/2018,8/10/2022,10/10/2022,20900,0.18,14500,1260,4080,,,navigation system,8857,4,Multiple lessees
207,Toyota,Model S,2020,B8TG431TTMT39977,BIT533,Yellow,6/10/2018,12/19/2021,410,Ended,9826,2/15/2024,4953,POLICY678,4/10/2023,8/16/2018,6/30/2023,26300,0.1,25500,1130,4740,,,,9197,1,
208,Mercedes-Benz,C-Class,2023,M2UW997NESY20723,PPS578,Gray,10/15/2020,12/20/2023,750,Pending,9002,8/2/2024,8199,POLICY997,12/3/2017,3/4/2018,5/12/2020,21000,0.23,11800,830,1140,Routine maintenance,,,4648,1,
209,BMW,F-150,2019,Z1JY043FDMG67127,KQZ501,Orange,2/27/2018,2/3/2020,740,Active,7499,12/10/2024,437,POLICY303,10/26/2023,9/14/2023,4/4/2023,19700,0.24,11000,230,3470,Tire rotation,Front bumper repainted,Hybrid model,5604,2,
210,Chevrolet,A4,2020,Y8FG491HXHC01448,KGJ749,Purple,8/6/2018,5/23/2023,300,Active,2261,4/5/2024,9627,POLICY647,10/31/2022,12/31/2018,2/16/2020,19100,0.15,19000,650,1870,Suspension checked,,keyless entry,8226,1,
211,Nissan,3 Series,2023,Y8BA466XTVF77421,CZZ527,Black,3/25/2023,12/4/2023,300,Ended,6722,2/2/2024,2255,POLICY038,11/20/2017,7/19/2021,9/4/2020,22500,0.11,12500,510,1390,Brake pads,Scratch on hood,,5998,2,Due for next service soon
212,Volkswagen,Golf,2018,B9EH787WXHW72955,WDG070,Gray,11/22/2019,7/13/2021,730,Ended,729,9/2/2024,8040,POLICY686,5/23/2021,1/15/2017,7/22/2019,19600,0.16,11600,390,1040,Tire rotation,,alloy wheels,7328,1,handle with care
213,Audi,Silverado,2022,B8TK778ECLZ97457,MBJ145,Green,9/3/2022,4/10/2023,280,Pending,2819,4/14/2024,8348,POLICY814,4/18/2023,6/20/2018,1/16/2023,27800,0.18,25400,570,2160,,,Sport package,6207,1,New addition to fleet
214,Chevrolet,C-Class,2017,S9FB011EWGS75163,MYY721,White,3/14/2019,1/16/2023,410,Ended,4186,12/31/2024,3305,POLICY793,8/6/2018,3/24/2018,1/24/2018,17600,0.14,13600,870,4350,,,roof rack,1211,2,Multiple lessees
215,BMW,Corolla,2021,P8RZ719YCCL95283,CSG992,Blue,1/19/2018,11/3/2019,770,Ended,4352,5/17/2024,1009,POLICY914,6/3/2018,4/25/2023,11/8/2019,29500,0.22,16900,1390,3350,Full inspection completed,,heated seats,1860,2,
216,Ford,Altima,2021,N2SL671BDWD14289,EPG827,Yellow,10/4/2020,9/5/2023,460,Active,3685,7/14/2024,474,POLICY074,6/21/2018,5/17/2023,10/17/2019,16600,0.14,14500,1300,1810,Oil change,,,6359,5,
217,Audi,F-150,2019,C0FW362EYBD71758,IOT060,Purple,12/3/2020,9/15/2023,680,Ended,7264,7/21/2024,8744,POLICY894,2/19/2018,9/29/2017,8/21/2020,20100,0.13,18900,480,2380,,,Safety package,4865,5,Good condition
218,Mercedes-Benz,Altima,2019,G5TL130JLEY96267,AEL249,Blue,5/16/2020,9/20/2021,710,Active,3610,2/15/2024,4351,POLICY330,5/4/2020,11/15/2017,7/4/2017,16300,0.24,15500,1250,4610,,,Sunroof,6818,3,
219,Nissan,C-Class,2023,F2XT784RBHA13393,NGU850,Yellow,8/6/2020,3/1/2022,300,Pending,5917,2/25/2024,1950,POLICY111,4/8/2023,1/5/2023,11/15/2018,24800,0.16,14700,940,4660,Suspension checked,,roof rack,3416,1,
220,BMW,Silverado,2022,Y6ER775YTCK76653,KDM662,Black,10/8/2018,2/27/2019,350,Active,5736,2/23/2024,6768,POLICY783,6/8/2022,10/15/2018,12/26/2017,22300,0.24,13600,1310,4850,,Scratch on hood,,3263,1,Suitable for colder regions
221,Tesla,Model S,2021,A5WY053BWBJ15653,SZI281,Purple,12/23/2017,9/28/2021,480,Pending,5790,5/15/2024,7596,POLICY645,12/1/2023,2/26/2023,1/29/2021,27800,0.23,24200,470,2310,,,GPS navigation,8335,4,
222,BMW,Civic,2023,N4PW147VBDL61889,QCJ895,Blue,11/24/2017,8/29/2018,280,Active,9636,7/29/2024,9015,POLICY472,10/5/2020,6/26/2022,9/17/2021,26200,0.15,10200,940,2480,Air filter replaced,,blind spot monitor,3852,3,Due for next service soon
223,Nissan,A4,2023,W5DV361PGTB51736,CSN681,Orange,8/26/2018,1/19/2021,800,Ended,2996,7/2/2024,2966,POLICY453,12/27/2019,3/27/2021,3/7/2018,17500,0.24,11800,1030,4290,AC system overhaul,,,1090,5,Regular maintenance required
224,Audi,Golf,2022,Y6XX986FDHX56883,MPM342,White,9/29/2023,11/15/2023,550,Ended,236,3/11/2024,1504,POLICY358,3/4/2023,1/18/2023,9/15/2022,21900,0.24,17900,1080,1330,Transmission serviced,,All-wheel drive,7052,3,
225,Ford,F-150,2022,R4YN341TNWY18270,NYG232,Yellow,12/21/2020,12/8/2023,530,Active,4017,7/14/2024,7763,POLICY763,3/26/2023,1/4/2018,11/9/2022,25700,0.27,13800,1480,2540,Oil change,Windshield chip repair,,6588,2,
226,Ford,Golf,2023,W2GW058LGSD83189,XNY974,Silver,11/23/2020,4/16/2022,430,Ended,9809,9/4/2024,1373,POLICY519,11/9/2021,7/4/2023,6/5/2023,24300,0.16,15200,1400,1670,Transmission serviced,,blind spot monitor,6457,4,Check engine light reported
227,BMW,Golf,2021,L5PE563VKFW09656,GXK508,Blue,11/3/2018,10/17/2019,790,Active,9230,11/28/2024,552,POLICY976,1/23/2017,5/27/2018,3/26/2020,25700,0.25,15100,440,3700,Transmission serviced,,GPS navigation,8697,2,
228,Audi,Civic,2019,U0MR750ETXV40324,AZJ277,Orange,12/15/2018,10/14/2022,770,Ended,2011,8/29/2024,126,POLICY440,5/19/2019,6/25/2021,2/26/2023,25600,0.11,20100,850,2230,Oil change,Scratch on hood,heated seats,3173,3,Suitable for colder regions
229,Tesla,A4,2023,K7RY132ZLYL27080,OTJ569,Silver,10/1/2018,6/2/2019,500,Ended,1146,10/7/2024,7906,POLICY931,7/1/2023,9/26/2021,10/18/2023,17200,0.23,15000,830,2180,New tires installed,Replaced tail light,All-wheel drive,4204,2,
230,Honda,Altima,2021,Y9HZ661DWZR80766,SZK176,Black,8/29/2022,12/7/2022,590,Ended,6945,2/22/2024,9803,POLICY182,11/1/2018,10/3/2022,10/17/2019,29000,0.28,17100,820,1320,Oil change,,Upgraded audio system,8761,2,Lease extension possible
231,Volkswagen,Corolla,2020,C8GF291BDYH05492,CGJ130,Black,3/1/2023,6/5/2023,730,Pending,5640,3/5/2024,8173,POLICY678,1/14/2022,8/28/2019,3/6/2020,27600,0.14,16300,210,890,,,,9932,1,
232,Nissan,3 Series,2023,Z2NM999UWCE65801,JYC016,Gray,4/1/2018,7/6/2020,460,Ended,6510,9/14/2024,4031,POLICY119,4/15/2019,8/8/2023,2/28/2019,18700,0.24,13700,1480,2830,AC system overhaul,Front windshield replaced,keyless entry,7882,2,
233,Tesla,C-Class,2018,R7KU534EPTD44558,GTR397,Blue,10/22/2017,12/9/2018,770,Ended,9896,7/13/2024,5973,POLICY072,4/19/2022,7/19/2017,8/29/2020,24000,0.28,18100,1230,3240,Oil change,,GPS navigation,7660,4,
234,Volkswagen,3 Series,2021,A9DT045LHLU66464,USW085,Yellow,7/4/2022,7/17/2022,580,Active,7115,10/9/2024,2583,POLICY659,12/19/2018,2/6/2023,12/13/2022,24900,0.18,17300,1080,2400,,Small chip in windshield,,2293,5,Check engine light reported
235,BMW,Model S,2023,L9NA850SRCD56604,QHL799,Red,12/5/2019,10/11/2022,370,Pending,9648,3/5/2024,4821,POLICY571,6/30/2018,11/23/2017,6/8/2018,25400,0.19,22900,640,3250,Air filter replaced,,Safety package,8687,3,
236,BMW,A4,2019,R9XY269ZNFE02152,OOQ256,Silver,4/29/2019,11/21/2023,730,Pending,1608,2/16/2024,5951,POLICY486,1/7/2021,4/4/2023,6/23/2019,24400,0.2,24400,400,1470,,,,9833,2,handle with care
237,Chevrolet,F-150,2020,Z8YV455XSAT01257,EHH494,Silver,3/15/2021,2/19/2023,350,Active,5536,9/7/2024,1826,POLICY972,2/10/2023,1/4/2019,10/11/2023,15200,0.21,12100,1060,1970,New tires installed,,,5002,1,
238,Honda,Model S,2018,K0ED225JFBB67122,OUX332,White,4/25/2021,6/8/2023,790,Pending,8652,9/29/2024,4342,POLICY351,3/3/2017,12/25/2018,7/17/2023,16400,0.29,10800,250,770,Battery replacement,,,1371,3,Multiple lessees
239,Chevrolet,C-Class,2020,A8AU378HKML14428,JUQ719,Green,12/31/2018,1/28/2023,320,Ended,3574,8/10/2024,8422,POLICY429,4/16/2017,9/25/2022,4/5/2022,23200,0.15,17800,740,2160,Brake pads,Small chip in windshield,heated seats,9508,1,Check engine light reported
240,Nissan,A4,2019,J3XU197FZBE06747,BZT284,White,7/29/2019,10/15/2020,780,Pending,9626,5/5/2024,9429,POLICY684,11/22/2019,7/27/2020,10/13/2018,21100,0.29,11700,1400,1040,,,Leather seats,3009,5,
241,Ford,A4,2019,P8PE394RZFR41157,KTR436,Gray,4/9/2023,10/14/2023,550,Pending,1544,9/25/2024,6458,POLICY256,6/14/2019,7/30/2019,10/9/2019,18600,0.18,13100,1310,2160,,,Heated seats,7509,1,
242,Tesla,Corolla,2022,N4MR451TCFE97062,XYJ233,Black,4/12/2023,4/30/2023,270,Ended,9646,6/5/2024,5635,POLICY933,5/30/2020,10/15/2020,4/26/2019,27000,0.21,15600,490,1080,Oil change,Windshield chip repair,Upgraded audio system,9519,5,
243,Audi,Silverado,2018,R8FN926CJMF63580,XQL677,Red,12/30/2018,11/16/2021,480,Pending,2549,2/14/2024,7157,POLICY962,10/20/2019,2/26/2017,12/14/2020,24100,0.22,14400,1330,3950,,,,3962,3,
244,Ford,Golf,2018,C4FY619LCSL38520,QMH758,Orange,5/4/2019,9/10/2021,450,Pending,7381,4/13/2024,4700,POLICY291,1/7/2018,5/5/2020,1/12/2020,16700,0.23,16200,1030,3270,Routine maintenance,Windshield chip repair,roof rack,9824,3,
245,Audi,Corolla,2021,T7TV592GARL29932,SMU857,Orange,1/28/2022,8/27/2022,390,Ended,4567,4/7/2024,6067,POLICY037,11/9/2022,12/27/2022,9/27/2023,24600,0.11,11900,1020,2440,,,,4419,4,
246,Toyota,3 Series,2020,S5JN221KLSD86966,TPA604,Silver,12/20/2023,12/30/2023,520,Ended,9816,2/28/2024,1194,POLICY510,1/22/2023,7/14/2018,3/6/2018,15200,0.17,14300,780,3210,Brake pads,,Sunroof,9258,3,New addition to fleet
247,Tesla,Golf,2021,U0AA556CDUK35466,NBA403,Green,9/24/2021,11/28/2021,250,Active,8285,7/11/2024,5882,POLICY435,10/16/2023,12/6/2023,9/24/2022,16000,0.24,15100,450,4580,Brake pads,Front windshield replaced,All-wheel drive,6325,5,handle with care
248,Mercedes-Benz,Silverado,2021,F0TH325UKUN24414,HJW027,Black,5/20/2017,3/25/2018,350,Active,8583,4/11/2024,285,POLICY349,5/11/2020,6/28/2023,7/6/2018,27600,0.23,20900,1340,3770,Brake system serviced,,All-wheel drive,9806,1,
249,Nissan,C-Class,2018,R0PE339AHWC05537,VKA375,Black,6/4/2022,7/1/2022,660,Active,7428,10/8/2024,417,POLICY395,1/17/2023,12/3/2020,5/23/2019,28100,0.25,15700,390,2320,,,Premium sound system,9248,5,Regular maintenance required
250,Chevrolet,Civic,2023,D0ME965XGUU06164,FSX443,Green,9/30/2020,12/14/2023,750,Pending,1830,10/29/2024,3371,POLICY858,6/15/2018,1/22/2017,7/16/2022,17900,0.29,17800,360,3820,,,,6913,4,
251,Nissan,Civic,2018,J1DG509RYGA77525,UZQ666,Silver,2/7/2022,3/6/2023,740,Ended,4047,11/13/2024,7432,POLICY446,6/1/2017,1/6/2020,3/29/2019,21100,0.16,17100,1450,4000,AC system overhaul,,GPS navigation,1954,1,
252,Nissan,C-Class,2023,N6GZ275FYYH30431,SLI380,Green,9/16/2020,7/21/2023,670,Active,8446,4/23/2024,30,POLICY427,8/6/2021,5/18/2018,5/25/2017,24000,0.17,16200,940,890,,Minor scratch on door,,3786,5,Multiple lessees
253,Volkswagen,Civic,2022,P7BW820RDKK34933,KTJ616,Silver,12/6/2023,12/30/2023,640,Active,9234,2/11/2024,7772,POLICY154,3/22/2023,7/21/2018,10/17/2022,23000,0.24,17000,840,4400,Tire rotation,,Sport package,1602,2,
254,Nissan,Model S,2022,E7ZE168MNEA81681,HTT067,Gray,7/14/2019,7/2/2021,650,Pending,3268,4/25/2024,8632,POLICY701,1/23/2018,2/9/2019,1/30/2021,19200,0.12,11700,1420,4470,Transmission serviced,Rear bumper replaced,Leather seats,2783,3,Good condition
255,Nissan,A4,2018,B4ED916KKHL23907,UKY574,Red,4/8/2020,1/30/2022,660,Pending,3881,3/17/2024,9595,POLICY501,7/31/2017,2/16/2018,7/22/2023,15100,0.24,11800,520,2240,Brake pads,,Sport package,3964,5,Premium client
256,Nissan,C-Class,2019,E8XH527YXJU92567,XSE270,Black,9/3/2023,12/22/2023,780,Active,8183,11/13/2024,3383,POLICY827,3/19/2021,1/23/2022,6/22/2022,20800,0.2,19600,570,3450,,,,8908,5,
257,Chevrolet,Model S,2021,W4WZ288KTPV52572,MXX727,Black,12/7/2019,6/10/2021,260,Pending,4567,6/2/2024,8376,POLICY310,7/7/2017,12/9/2018,7/26/2017,15200,0.17,10300,1060,990,Tire rotation,,Premium sound system,3938,3,well maintained
258,Chevrolet,Golf,2021,X4UR869EAAA67207,SQF922,Orange,7/18/2021,8/6/2023,500,Pending,1639,4/2/2024,7151,POLICY100,8/13/2019,11/14/2020,4/22/2018,15600,0.19,14700,710,2950,New tires installed,,Safety package,2097,1,handle with care
259,Audi,Model S,2018,T5BA034ERJW01292,HZJ069,Orange,5/11/2018,6/23/2018,650,Ended,7975,9/25/2024,2927,POLICY680,12/26/2023,1/18/2020,11/7/2020,28200,0.29,19800,1100,2910,Transmission serviced,,tinted windows,2737,3,
260,Toyota,Corolla,2023,Y3MG956EPUY70356,WWB828,Black,9/17/2021,11/16/2021,410,Ended,4857,5/21/2024,1022,POLICY676,1/22/2018,11/3/2023,7/24/2017,29900,0.27,11100,730,3830,Battery replacement,,,7942,5,
261,Tesla,Civic,2020,V6FA760APXJ50293,AVH122,White,6/6/2017,5/19/2021,300,Pending,2248,2/24/2024,4046,POLICY796,4/21/2020,9/27/2019,1/17/2021,19000,0.25,18300,1060,790,AC system overhaul,,Sport package,7483,5,
262,Nissan,C-Class,2022,S0VS501ZGTA50764,IDR360,White,7/19/2017,9/22/2018,440,Active,8551,3/28/2024,4894,POLICY047,5/27/2022,7/28/2019,7/24/2017,26500,0.29,15000,240,2380,Full inspection completed,,Hybrid model,8282,1,
263,Ford,Civic,2018,J7NV840FGNB34127,XTT810,Blue,4/14/2018,1/6/2020,300,Active,1180,12/8/2024,6690,POLICY265,4/7/2020,12/5/2022,6/5/2022,27700,0.14,19800,1390,3070,,,Heated seats,7115,5,
264,Toyota,Corolla,2019,G1ZU723YTJH60548,ZOI046,Black,2/20/2017,10/22/2021,500,Active,7453,6/21/2024,4481,POLICY193,6/7/2018,11/15/2017,11/3/2022,22000,0.23,20600,930,4270,Full inspection completed,,Leather seats,8674,3,Lease extension possible
265,Mercedes-Benz,Civic,2019,L9XA006FCLD83217,MTY261,Red,11/9/2019,12/31/2020,680,Pending,9261,5/27/2024,1792,POLICY105,6/26/2021,4/2/2021,2/7/2020,20200,0.25,19600,970,3130,New tires installed,,Heated seats,3379,3,
266,Toyota,A4,2020,Z3RH968MXDM88178,AVH778,Gray,4/2/2017,3/16/2019,440,Ended,1415,11/22/2024,9730,POLICY637,11/5/2020,11/7/2022,9/19/2017,16700,0.26,12500,250,2690,,,,6237,3,
267,Volkswagen,Golf,2018,H9CU802GYTZ55989,ILE861,Green,2/17/2018,1/26/2020,380,Active,3686,5/12/2024,7509,POLICY012,3/15/2019,11/4/2017,11/18/2017,19200,0.18,10300,950,3430,Tire rotation,,All-wheel drive,8254,1,
268,Nissan,C-Class,2020,K3BG848WFUK88449,ONS428,Purple,12/28/2018,8/9/2021,770,Pending,3558,9/23/2024,7734,POLICY331,4/11/2023,6/10/2019,2/19/2021,28200,0.22,14400,1290,2760,New tires installed,,,7573,2,
269,Chevrolet,Model S,2021,G7BV965ACER73159,ZZG905,Blue,5/18/2020,6/4/2021,340,Active,9929,11/4/2024,4422,POLICY597,5/15/2018,5/26/2017,6/27/2018,15800,0.14,10400,1340,2910,,Small chip in windshield,,3604,1,
270,Volkswagen,F-150,2022,S6XD207HHVS60108,LKN271,Orange,2/17/2021,6/7/2022,770,Active,5021,10/24/2024,7901,POLICY862,4/8/2023,12/24/2021,9/9/2022,26500,0.16,18900,410,3500,Air filter replaced,,,1059,1,
271,Chevrolet,C-Class,2021,B3EW855APXL09431,PPM181,Gray,7/22/2017,7/24/2018,750,Pending,6269,5/15/2024,624,POLICY688,8/29/2020,3/22/2022,12/13/2021,23600,0.15,23400,740,1780,Brake system serviced,,Hybrid model,9056,4,
272,Volkswagen,Civic,2022,F7EE138AXBN22556,VWL824,Gray,1/3/2023,10/24/2023,390,Active,260,8/26/2024,7503,POLICY946,10/19/2023,3/30/2019,3/4/2019,16600,0.17,15400,500,1560,,Scratch on hood,Heated seats,6251,1,Lease extension possible
273,Tesla,F-150,2023,E5YD519XTNF19291,TOC450,Yellow,6/7/2022,11/10/2022,370,Active,4307,10/4/2024,3293,POLICY324,6/17/2023,5/11/2018,1/1/2020,17600,0.26,13800,1130,4250,Tire rotation,,All-wheel drive,9200,2,
274,Honda,Silverado,2020,Z0XC762GABS25757,ITT530,Purple,11/20/2019,2/17/2022,380,Ended,1014,10/8/2024,6321,POLICY529,6/3/2020,5/30/2019,10/6/2019,27900,0.19,26100,680,3410,Air filter replaced,,,7389,1,
275,Tesla,Model S,2023,B1GS421PTXA19779,VHQ397,Yellow,8/19/2020,8/27/2022,270,Active,522,10/30/2024,3823,POLICY284,4/19/2017,6/7/2023,11/27/2020,17000,0.3,14900,1110,3050,Full inspection completed,,GPS navigation,3011,3,Multiple lessees
276,BMW,C-Class,2019,R1BV863GXPC86541,JTJ735,Black,7/30/2021,10/25/2023,330,Active,9220,3/9/2024,478,POLICY957,3/15/2023,10/18/2018,4/19/2022,21100,0.1,10400,1200,540,,,,6578,4,well maintained
277,Nissan,Altima,2018,H5KR564YXRR17524,UFG555,Blue,7/17/2020,5/13/2023,610,Ended,8962,4/23/2024,6439,POLICY378,5/27/2021,1/2/2018,7/11/2019,26000,0.24,15600,430,4100,,,,4251,1,
278,Toyota,A4,2017,H6JT536CRGC52298,TES282,Red,1/5/2018,4/16/2020,520,Active,6090,7/6/2024,4256,POLICY485,6/19/2021,3/31/2021,4/4/2019,23500,0.3,14900,700,3810,,,heated seats,7586,3,
279,Toyota,Silverado,2023,N0PL694URBM26510,LQG271,Orange,6/2/2018,7/9/2019,770,Active,6612,11/21/2024,8991,POLICY919,5/28/2018,7/30/2020,9/1/2018,26800,0.13,24900,1430,2470,Brake system serviced,,backup camera,7700,2,
280,Chevrolet,A4,2017,F3WX257UDWD83756,QPE313,Green,8/15/2017,6/21/2021,750,Pending,8147,3/9/2024,1594,POLICY358,3/19/2020,5/17/2019,12/27/2022,18500,0.23,15200,1170,670,Brake pads,Minor dents from hail,Sunroof,4046,4,
281,Chevrolet,Golf,2020,S3CB963YXAN58389,JFL158,Green,10/14/2017,2/23/2019,510,Pending,2535,6/7/2024,5300,POLICY968,6/16/2017,10/8/2021,1/22/2021,21600,0.17,12000,540,3800,,,Safety package,2258,2,
282,Nissan,Corolla,2019,T7EZ985PCRT48569,WYF405,White,3/12/2022,4/1/2023,770,Ended,970,5/10/2024,2720,POLICY730,3/8/2020,11/1/2019,5/1/2022,29100,0.17,12700,670,4380,Routine maintenance,Minor dents from hail,,8991,2,well maintained
283,Volkswagen,F-150,2023,N0DT621TAHZ55062,AOX239,Yellow,2/11/2018,8/29/2020,610,Active,3808,8/16/2024,9211,POLICY755,9/20/2017,7/10/2023,1/25/2023,28800,0.12,15400,1140,2000,Suspension checked,Minor scratch on door,Heated seats,4476,2,well maintained
284,Audi,Model S,2017,X1CR305EUTS95471,MRJ836,White,12/9/2023,12/9/2023,770,Ended,5123,2/21/2024,1277,POLICY610,10/14/2023,8/6/2019,5/19/2021,20100,0.2,19000,680,4030,Air filter replaced,,Upgraded audio system,8106,5,Premium client
285,Nissan,Silverado,2017,F6SJ141NJKN64902,SMS236,Silver,7/5/2019,5/8/2022,620,Pending,7974,8/7/2024,3662,POLICY008,10/27/2022,7/4/2019,10/22/2022,28900,0.18,15400,840,3900,Tire rotation,,,6365,5,Lease extension possible
286,Mercedes-Benz,3 Series,2022,R1HS391ZSBR78669,YPT271,Purple,5/6/2019,6/27/2021,730,Ended,5597,5/28/2024,4985,POLICY922,3/8/2018,4/16/2017,12/12/2019,18100,0.28,13000,1350,2090,Oil change,Minor scratch on door,,7212,2,Premium client
287,Chevrolet,Golf,2017,X2FB931YFYD94378,WSK749,Silver,12/4/2019,3/29/2020,460,Pending,3640,9/22/2024,8708,POLICY003,9/4/2017,5/19/2019,4/1/2023,23600,0.28,16500,620,4430,,Minor scratch on door,backup camera,8457,5,Regular maintenance required
288,Audi,F-150,2021,V4RV192LFTJ10782,RKZ475,Gray,1/22/2020,11/16/2021,540,Pending,8006,4/17/2024,962,POLICY319,10/24/2019,11/7/2017,11/12/2023,29300,0.26,22700,1190,4000,,,GPS navigation,3040,3,
289,Toyota,F-150,2022,W0EG214WRZY87818,RTD646,Purple,3/20/2018,5/6/2023,310,Pending,8996,12/16/2024,48,POLICY325,8/14/2018,12/22/2018,7/10/2017,18500,0.1,11700,290,4270,AC system overhaul,Front bumper repainted,,1376,1,
290,Chevrolet,Altima,2019,L1EZ257YGYW84204,IMQ518,Green,7/29/2022,11/18/2023,610,Pending,1772,10/21/2024,2817,POLICY624,1/23/2020,7/21/2018,8/19/2021,26600,0.29,23400,1160,2340,Brake pads,,,2614,2,
291,BMW,Model S,2020,V2NG233UZNV95852,KFA537,Black,8/30/2019,10/1/2020,260,Active,4367,9/10/2024,7695,POLICY586,3/1/2018,2/2/2017,3/8/2020,22000,0.22,13700,1040,2980,Air filter replaced,Scratch on hood,,2321,4,handle with care
292,Nissan,Altima,2018,U7MC129KWGF64030,FKZ061,Red,11/29/2019,2/21/2022,750,Active,5358,12/28/2024,6889,POLICY638,9/2/2023,6/20/2020,6/18/2021,21200,0.12,14200,480,3970,Brake system serviced,,roof rack,6552,2,
293,Chevrolet,C-Class,2021,Z1AP702ASKG24651,FLH788,Green,9/10/2017,8/24/2019,750,Active,8818,6/25/2024,6145,POLICY530,12/2/2022,3/15/2021,7/7/2022,17400,0.15,12900,900,4690,Transmission serviced,,tinted windows,4752,4,
294,Toyota,Model S,2022,W0JF750FCJM62835,HIA665,Blue,2/25/2017,4/8/2017,570,Pending,1937,2/9/2024,2567,POLICY234,7/25/2019,10/31/2021,6/17/2022,25800,0.16,15400,1440,2460,Routine maintenance,,,6735,1,Premium client
295,BMW,Civic,2022,Y1KB560BYDA20797,RFV840,Yellow,4/22/2019,5/21/2023,760,Ended,6071,11/21/2024,9384,POLICY472,10/26/2020,4/17/2018,10/14/2022,17800,0.27,15400,1440,3020,Battery replacement,,,7590,3,Good condition
296,BMW,F-150,2019,G0TW496BCDT39674,XIV007,Red,8/12/2017,11/8/2017,530,Pending,8549,12/6/2024,9902,POLICY720,3/26/2021,6/11/2017,12/14/2017,28600,0.19,22400,790,2850,,,,4730,3,
297,Tesla,Civic,2021,R7CU471UMNA99572,DBE917,Orange,5/8/2018,6/22/2020,540,Active,9394,5/20/2024,1379,POLICY762,9/17/2019,11/1/2018,6/13/2018,22700,0.2,19100,760,3930,Full inspection completed,Rear bumper replaced,,8783,2,
298,Mercedes-Benz,Silverado,2019,U6KS420ERGY28578,SCM946,Purple,4/7/2018,3/17/2022,340,Pending,834,8/16/2024,2535,POLICY479,5/11/2019,1/29/2018,8/18/2017,25900,0.11,22700,850,3880,Oil change,Minor dents from hail,Safety package,9353,2,
299,Chevrolet,Corolla,2019,F9EB848PFKK71920,OFO081,Green,8/24/2020,11/16/2023,560,Pending,7745,3/18/2024,3780,POLICY410,2/6/2019,8/28/2020,8/12/2020,21000,0.2,19500,1370,3620,Brake pads,,,8596,5,
300,Nissan,Model S,2019,M4VJ627VZJT22229,DHO085,Blue,11/10/2017,3/4/2021,450,Pending,495,11/14/2024,9649,POLICY195,8/16/2023,1/5/2023,12/1/2020,22300,0.12,10300,1030,1430,,Minor dents from hail,tinted windows,9300,5,
301,Nissan,F-150,2021,N1BP521ADCG41062,ZTO056,White,8/5/2021,7/11/2022,620,Active,1906,8/6/2024,7278,POLICY280,6/7/2020,4/14/2021,5/1/2020,15100,0.21,10200,1190,4680,,Front windshield replaced,Heated seats,8219,4,
302,Mercedes-Benz,A4,2018,E8CD627PXLF55943,MQN736,Red,7/28/2023,11/28/2023,780,Active,9967,10/26/2024,9437,POLICY800,3/10/2017,4/3/2019,7/18/2023,17600,0.29,17100,1500,1850,,,,4762,4,Suitable for colder regions
303,Mercedes-Benz,Golf,2018,P9JF648ESJH28147,HMJ603,Blue,12/21/2019,12/21/2023,280,Active,6536,9/30/2024,5111,POLICY364,9/6/2018,10/5/2018,3/10/2021,17400,0.21,16300,400,2630,Battery replacement,,,9949,2,
304,Volkswagen,Civic,2022,R1NT757UPPE98631,NWF523,Blue,1/12/2022,8/21/2023,320,Active,3794,10/6/2024,3772,POLICY217,1/1/2020,5/25/2021,12/14/2021,27700,0.25,23200,1160,1620,Air filter replaced,,,7865,1,Check engine light reported
305,BMW,F-150,2021,J2SN569ALJN81734,WZX809,Yellow,11/1/2018,5/18/2023,550,Pending,4912,9/29/2024,5278,POLICY028,2/17/2023,7/25/2023,3/8/2019,20600,0.29,10200,1330,1380,Air filter replaced,,tinted windows,7139,5,
306,Volkswagen,C-Class,2018,H6BJ591UZJF50389,TQP003,Yellow,2/17/2022,10/22/2022,570,Active,961,10/30/2024,8345,POLICY096,5/3/2022,6/27/2019,7/24/2020,20100,0.11,17000,360,4590,,Dent on rear quarter panel,GPS navigation,1321,1,Suitable for colder regions
307,Volkswagen,C-Class,2018,K0ZV662PBSP93030,OTN730,Black,7/4/2019,11/12/2022,340,Active,6555,4/9/2024,8638,POLICY825,3/22/2020,3/31/2018,8/30/2018,18600,0.21,11100,890,2200,Tire rotation,,All-wheel drive,2173,5,New addition to fleet
308,Tesla,Corolla,2018,W2TU994BPCJ81336,HRU537,Red,6/4/2018,7/31/2019,700,Pending,4182,7/13/2024,4491,POLICY006,12/19/2020,11/20/2022,8/23/2022,18700,0.1,12500,390,3610,,Front windshield replaced,blind spot monitor,7038,2,New addition to fleet
309,Mercedes-Benz,C-Class,2020,N1YC683DPLC16957,RVF205,Yellow,8/8/2019,5/11/2023,690,Ended,6385,5/21/2024,998,POLICY643,9/15/2017,12/4/2020,3/2/2017,26300,0.22,11900,970,4430,Transmission serviced,,,6695,3,
